"idGame" "slugTeam" "namePlayer" "groupStartPosition" "idTeam" "idPlayer" "fgm" "fga" "pctFG" "fg3m" "fg3a" "pctFG3" "pctFT" "fg2m" "fg2a" "pctFG2" "cityTeam" "teamName" "minExact" "ftm" "fta" "oreb" "dreb" "treb" "ast" "stl" "blk" "tov" "pf" "pts" "pctTOVTeam" "ortg" "drtg" "netrtg" "ratioASTtoTOV" "pace" "possessions"
"61" 22100017 "CHA" "JT Thor" NA 1610612766 1630550 0 0 0 0 0 0 0 0 0 0 "Charlotte" "JT" 1.16666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 166.7 -166.7 0 123.43 3
"62" 22100017 "CHA" "Nick Richards" NA 1610612766 1630208 0 0 0 0 0 0 0 0 0 0 "Charlotte" "Nick" 1.16666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 166.7 -166.7 0 123.43 3
"63" 22100017 "CHA" "Jalen McDaniels" NA 1610612766 1629667 0 0 0 0 0 0 0 0 0 0 "Charlotte" "Jalen" 1.16666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 166.7 -166.7 0 123.43 3
"64" 22100017 "CHA" "Kai Jones" NA 1610612766 1630539 0 0 0 0 0 0 0 0 0 0 "Charlotte" "Kai" 1.16666666666667 0 0 0 0 0 0 0 0 2 0 0 100 0 166.7 -166.7 0 123.43 3
"65" 22100017 "CHA" "James Bouknight" NA 1610612766 1630547 0 0 0 0 0 0 0 0 0 0 "Charlotte" "James" 1.16666666666667 0 0 0 1 1 0 0 0 0 0 0 0 0 166.7 -166.7 0 123.43 3
"66" 22100017 "CLE" "Lauri Markkanen" "F" 1610612739 1628374 5 11 0.455 2 5 0.4 0.5 3 6 0.5 "Cleveland" "Lauri" 34.4 1 2 1 4 5 2 0 0 0 1 13 0 105.2 118.4 -13.2 0 106.74 77
"67" 22100017 "CLE" "Evan Mobley" "F" 1610612739 1630596 4 7 0.571 0 0 0 0.833 4 7 0.571428571428571 "Cleveland" "Evan" 32.4666666666667 5 6 1 4 5 2 2 2 4 2 13 25 100 112.9 -12.9 0.5 104.99 72
"68" 22100017 "CLE" "Jarrett Allen" "C" 1610612739 1628386 5 6 0.833 0 0 0 1 5 6 0.833333333333333 "Cleveland" "Jarrett" 26.6166666666667 1 1 0 4 4 2 0 0 2 4 11 20 110.2 120.3 -10.2 1 106.4 59
"69" 22100017 "CLE" "Collin Sexton" "G" 1610612739 1629012 13 21 0.619 2 7 0.285714285714286 1 11 14 0.785714285714286 "Cleveland" "Collin" 34.5666666666667 5 5 1 3 4 1 2 0 3 3 33 11.1 105 114.1 -9.1 0.33 109.7 80
"70" 22100017 "CLE" "Ricky Rubio" "G" 1610612739 201937 5 12 0.417 3 6 0.5 1 2 6 0.333333333333333 "Cleveland" "Ricky" 28.0666666666667 2 2 1 1 2 10 2 0 6 1 15 20.7 106.1 123.4 -17.4 1.67 111.16 66
"71" 22100017 "CLE" "Kevin Love" NA 1610612739 201567 2 8 0.25 0 3 0 1 2 5 0.4 "Cleveland" "Kevin" 23.65 2 2 1 10 11 4 1 1 1 1 6 7.1 92.3 116 -23.7 4 103.51 52
"72" 22100017 "CLE" "Isaac Okoro" NA 1610612739 1630171 3 5 0.6 0 2 0 0.5 3 3 1 "Cleveland" "Isaac" 25.3833333333333 1 2 1 1 2 1 0 0 1 2 7 12.5 96.5 135.7 -39.2 1 106.84 57
"73" 22100017 "CLE" "Kevin Pangos" NA 1610612739 1630698 0 0 0 0 0 0 0 0 0 0 "Cleveland" "Kevin" 5.38333333333333 0 0 0 0 0 0 0 0 0 1 0 0 90 127.3 -37.3 0 93.51 10
"74" 22100017 "CLE" "Cedi Osman" NA 1610612739 1626224 4 8 0.5 1 4 0.25 0 3 4 0.75 "Cleveland" "Cedi" 17 0 0 0 0 0 3 0 0 0 0 9 0 110 102.6 7.4 0 111.53 40
"75" 22100017 "CLE" "Dean Wade" NA 1610612739 1629731 1 3 0.333 1 3 0.333333333333333 0 0 0 0 "Cleveland" "Dean" 5 0 0 0 1 1 0 1 0 0 0 3 0 100 91.7 8.3 0 115.2 12
"76" 22100017 "CLE" "Tacko Fall" NA 1610612739 1629605 0 1 0 0 0 0 0 0 1 0 "Cleveland" "Tacko" 1.86666666666667 0 0 1 1 2 0 0 0 1 0 0 50 100 40 60 0 128.57 5
"77" 22100017 "CLE" "Lamar Stevens" NA 1610612739 1630205 0 1 0 0 1 0 0 0 0 0 "Cleveland" "Lamar" 1.86666666666667 0 0 0 0 0 0 0 0 0 0 0 0 100 40 60 0 128.57 5
"78" 22100017 "CLE" "Denzel Valentine" NA 1610612739 1627756 0 0 0 0 0 0 0 0 0 0 "Cleveland" "Denzel" 1.86666666666667 0 0 0 0 0 0 1 0 0 0 0 0 100 40 60 0 128.57 5
"79" 22100017 "CLE" "RJ Nembhard Jr." NA 1610612739 1630612 1 1 1 0 0 0 0 1 1 1 "Cleveland" "RJ" 1.86666666666667 0 0 0 0 0 1 0 0 0 0 2 0 100 40 60 0 128.57 5
"80" 22100025 "PHX" "Mikal Bridges" "F" 1610612756 1628969 8 11 0.727 2 4 0.5 0.75 6 7 0.857142857142857 "Phoenix" "Mikal" 35.15 3 4 1 4 5 3 3 1 1 3 21 5.9 117.6 98.7 18.9 3 101.74 74
"81" 22100025 "PHX" "Jae Crowder" "F" 1610612756 203109 5 10 0.5 1 6 0.166666666666667 0.667 4 4 1 "Phoenix" "Jae" 34.8666666666667 2 3 1 5 6 0 0 0 0 4 13 0 113.7 113.9 -0.2 0 99.81 73
"82" 22100025 "PHX" "Deandre Ayton" "C" 1610612756 1629028 4 10 0.4 0 0 0 0 4 10 0.4 "Phoenix" "Deandre" 32.55 0 0 4 11 15 2 2 1 0 2 8 0 111.6 104.3 7.2 0 101.75 69
"83" 22100025 "PHX" "Devin Booker" "G" 1610612756 1626164 9 19 0.474 2 6 0.333333333333333 1 7 13 0.538461538461538 "Phoenix" "Devin" 33.55 2 2 1 4 5 4 0 0 4 3 22 14.8 111.3 100 11.3 1 101.56 71
"84" 22100025 "PHX" "Chris Paul" "G" 1610612756 101108 6 12 0.5 1 4 0.25 1 5 8 0.625 "Phoenix" "Chris" 29.2333333333333 10 10 0 5 5 14 2 0 5 3 23 14.3 121.9 116.1 5.7 2.8 103.44 64
"85" 22100025 "PHX" "Cameron Johnson" NA 1610612756 1629661 3 8 0.375 2 5 0.4 0 1 3 0.333333333333333 "Phoenix" "Cameron" 18.85 0 0 0 2 2 3 1 0 0 2 8 0 97.6 87.2 10.4 0 103.13 42
"86" 22100025 "PHX" "Cameron Payne" NA 1610612756 1626166 1 5 0.2 0 3 0 0.667 1 2 0.5 "Phoenix" "Cameron" 18.7666666666667 2 3 0 3 3 4 0 0 1 1 4 9.1 92.5 82.5 10 4 102.31 40
